EWS,NEET Rank,Local,Category,NEET Score,State_Rank,Gender,State Rank
NO,547038,OU,BCA,251,1115,M,1115
NO,547106,OU,BCA,251,1116,F,1116
NO,547195,OU,SC,251,1117,F,1117
NO,547369,OU,BCE,251,1118,F,1118
EWS,547773,OU,OC,251,1119,F,1119
NO,547816,OU,BCE,251,1120,F,1120
NO,547866,AU,OC,251,1121,F,1121
NO,547935,OU,BCE,251,1122,F,1122
NO,548196,OU,BCD,251,1123,M,1123
NO,548992,OU,BCB,251,1124,F,1124
NO,550072,OU,BCD,250,1125,M,1125
NO,550405,OU,SC,250,1126,F,1126
EWS,551099,OU,OC,250,1127,F,1127
NO,551202,SVU,SC,250,1128,F,1128
NO,552992,OU,BCB,249,1129,M,1129
NO,554205,SVU,BCE,249,1130,F,1130
NO,554361,OU,BCE,249,1131,F,1131
NO,554411,OU,ST,249,1132,F,1132
NO,555981,OU,SC,248,1133,F,1133
NO,556246,OU,SC,248,1134,F,1134
NO,556421,OU,BCE,248,1135,M,1135
NO,559005,OU,OC,247,1136,M,1136
NO,559049,OU,SC,247,1137,M,1137
NO,559137,OU,BCE,247,1138,F,1138
NO,559317,OU,BCD,247,1139,F,1139
NO,560167,OU,BCA,247,1140,F,1140
NO,561873,OU,ST,246,1141,F,1141
NO,562017,OU,BCB,246,1142,F,1142
NO,562104,OU,BCD,246,1143,F,1143
NO,562206,SVU,SC,246,1144,F,1144
NO,562370,AU,OC,246,1145,F,1145
NO,562564,OU,BCB,246,1146,F,1146
NO,563481,OU,BCB,246,1147,F,1147
NO,564879,OU,BCE,245,1148,M,1148
NO,564963,AU,OC,245,1149,F,1149
NO,565254,OU,BCA,245,1150,F,1150
NO,568026,OU,BCD,244,1151,M,1151
NO,568203,OU,BCB,244,1152,F,1152
NO,569815,OU,OC,244,1153,F,1153
NO,569987,OU,BCE,244,1154,M,1154
NO,570839,OU,SC,243,1155,F,1155
EWS,570904,OU,OC,243,1156,F,1156
NO,571423,OU,SC,243,1157,M,1157
NO,571925,AU,OC,243,1158,F,1158
NO,572094,OU,SC,243,1159,F,1159
NO,572809,OU,SC,243,1160,M,1160
NO,574112,OU,BCA,242,1161,F,1161
NO,574301,AU,SC,242,1162,F,1162
NO,574602,OU,BCB,242,1163,F,1163
NO,575526,AU,BCE,242,1164,M,1164
NO,599035,OU,SC,234,1165,F,1165
NO,576933,OU,BCE,241,1166,F,1166
NO,577344,OU,SC,241,1167,F,1167
NO,578876,OU,BCE,241,1168,F,1168
NO,579772,OU,ST,240,1169,M,1169
NO,580392,SVU,BCA,240,1170,M,1170
NO,580483,OU,BCA,240,1171,F,1171
NO,580748,OU,SC,240,1172,F,1172
NO,580776,OU,BCA,240,1173,M,1173
NO,581231,OU,BCA,240,1174,F,1174
NO,581353,OU,SC,240,1175,F,1175
NO,583458,OU,SC,239,1176,F,1176
NO,583713,OU,BCE,239,1177,F,1177
NO,583871,AU,SC,239,1178,F,1178
NO,584565,OU,BCE,239,1179,F,1179
NO,584668,OU,BCB,239,1180,F,1180
NO,585236,OU,OC,239,1181,F,1181
NO,585342,AU,OC,239,1182,F,1182
NO,586122,OU,SC,238,1183,M,1183
NO,586434,OU,BCE,238,1184,F,1184
EWS,586791,OU,OC,238,1185,M,1185
NO,586825,SVU,SC,238,1186,F,1186
NO,586846,OU,OC,238,1187,F,1187
EWS,587233,OU,OC,238,1188,F,1188
NO,587818,OU,SC,238,1189,F,1189
NO,587845,OU,BCB,238,1190,F,1190
NO,589690,OU,BCA,237,1191,F,1191
NO,590437,OU,SC,237,1192,F,1192
NO,591041,OU,SC,237,1193,F,1193
NO,592492,OU,SC,236,1194,M,1194
NO,592719,AU,ST,236,1195,F,1195
NO,592845,OU,SC,236,1196,F,1196
NO,594908,SVU,BCE,236,1197,F,1197
NO,595265,OU,BCD,235,1198,F,1198
NO,595349,OU,SC,235,1199,M,1199
NO,595376,OU,BCE,235,1200,F,1200
NO,595408,OU,SC,235,1201,F,1201
NO,595438,AU,SC,235,1202,F,1202
NO,595525,OU,SC,235,1203,F,1203
NO,595736,OU,BCA,235,1204,F,1204
NO,596569,OU,BCA,235,1205,M,1205
EWS,596651,OU,OC,235,1206,F,1206
NO,596762,OU,BCD,235,1207,F,1207
NO,598662,OU,BCE,234,1208,F,1208
NO,598733,OU,SC,234,1209,F,1209
NO,598999,OU,BCB,234,1210,M,1210
NO,599037,OU,SC,234,1211,F,1211
NO,599185,OU,BCB,234,1212,F,1212
NO,599628,OU,BCE,234,1213,F,1213
NO,599939,AU,OC,234,1214,F,1214
NO,600322,OU,SC,234,1215,F,1215
NO,600727,OU,BCB,234,1216,F,1216
NO,602458,OU,SC,233,1217,F,1217
NO,602584,OU,BCA,233,1218,F,1218
NO,603376,OU,BCE,233,1219,F,1219
NO,604929,OU,SC,232,1220,F,1220
NO,605141,OU,SC,232,1221,F,1221
NO,605255,OU,BCD,232,1222,F,1222
NO,605658,OU,SC,232,1223,M,1223
NO,605707,OU,BCB,232,1224,F,1224
NO,606366,OU,ST,232,1225,F,1225
NO,607521,OU,SC,232,1226,F,1226
NO,607701,OU,BCE,231,1227,M,1227
NO,607929,OU,BCE,231,1228,F,1228
NO,608058,OU,SC,231,1229,F,1229
NO,609587,OU,BCA,231,1230,F,1230
NO,612010,OU,SC,230,1231,F,1231
NO,613027,AU,BCD,230,1232,F,1232
NO,613798,OU,BCE,230,1233,F,1233
NO,614195,OU,BCA,230,1234,M,1234
NO,614561,OU,SC,229,1235,F,1235
NO,614563,OU,SC,229,1236,F,1236
NO,614658,OU,BCA,229,1237,F,1237
NO,616019,OU,BCB,229,1238,F,1238
NO,617478,OU,BCB,229,1239,F,1239
NO,617630,OU,BCE,228,1240,M,1240
NO,617696,OU,SC,228,1241,M,1241
NO,618228,OU,OC,228,1242,F,1242
NO,618767,OU,BCD,228,1243,F,1243
NO,640790,OU,OC,221,1244,F,1244
NO,620912,OU,BCD,227,1245,F,1245
NO,621218,OU,SC,227,1246,F,1246
NO,621406,SVU,BCE,227,1247,F,1247
NO,621486,OU,SC,227,1248,F,1248
NO,621612,OU,OC,227,1249,M,1249
NO,622267,OU,SC,227,1250,F,1250
NO,623274,OU,SC,227,1251,F,1251
NO,624296,OU,ST,226,1252,F,1252
NO,624484,OU,SC,226,1253,M,1253
EWS,625362,OU,OC,226,1254,M,1254
NO,625979,OU,BCE,226,1255,F,1255
NO,627430,OU,BCA,225,1256,F,1256
NO,627555,OU,SC,225,1257,F,1257
NO,628041,SVU,BCE,225,1258,F,1258
NO,628117,OU,ST,225,1259,F,1259
NO,628250,OU,BCD,225,1260,F,1260
EWS,631056,OU,OC,224,1261,F,1261
NO,631072,OU,SC,224,1262,F,1262
EWS,631100,OU,OC,224,1263,F,1263
NO,631832,AU,OC,224,1264,F,1264
NO,634492,OU,SC,223,1265,F,1265
NO,634681,OU,SC,223,1266,F,1266
NO,634761,OU,BCD,223,1267,F,1267
NO,634874,OU,SC,223,1268,M,1268
NO,636207,OU,SC,223,1269,M,1269
NO,636372,OU,OC,223,1270,M,1270
NO,636419,OU,BCE,223,1271,M,1271
NO,637310,OU,BCB,222,1272,M,1272
EWS,637340,OU,OC,222,1273,F,1273
NO,637477,OU,SC,222,1274,F,1274
NO,637652,OU,BCC,222,1275,F,1275
NO,638136,OU,SC,222,1276,F,1276
EWS,640986,OU,OC,221,1277,F,1277
EWS,641020,OU,OC,221,1278,F,1278
NO,641042,OU,SC,221,1279,M,1279
NO,641364,OU,OC,221,1280,F,1280
NO,641385,OU,SC,221,1281,M,1281
NO,641619,OU,BCB,221,1282,F,1282
NO,643129,OU,ST,221,1283,M,1283
NO,644730,OU,SC,220,1284,F,1284
NO,645176,OU,OC,220,1285,F,1285
NO,647655,OU,BCA,219,1286,F,1286
NO,647733,OU,BCB,219,1287,F,1287
NO,647746,OU,BCB,219,1288,F,1288
NO,648174,AU,SC,219,1289,F,1289
NO,648176,OU,BCE,219,1290,F,1290
NO,648716,OU,BCD,219,1291,F,1291
EWS,651161,OU,OC,218,1292,F,1292
NO,652014,OU,BCD,218,1293,M,1293
NO,654469,OU,BCE,217,1294,F,1294
NO,655717,OU,SC,217,1295,F,1295
NO,655846,OU,BCB,217,1296,F,1296
NO,656024,AU,OC,217,1297,M,1297
NO,657254,OU,SC,217,1298,F,1298
NO,657441,OU,BCA,216,1299,F,1299
NO,657850,OU,BCE,216,1300,F,1300
EWS,657896,OU,OC,216,1301,F,1301
NO,660766,OU,BCE,215,1302,F,1302
NO,661060,OU,BCD,215,1303,F,1303
NO,664104,OU,ST,215,1304,F,1304
NO,665120,OU,SC,214,1305,F,1305
NO,665678,OU,BCD,214,1306,F,1306
NO,668055,OU,OC,213,1307,F,1307
EWS,668461,OU,OC,213,1308,F,1308
NO,669053,OU,SC,213,1309,F,1309
NO,671448,OU,BCD,212,1310,F,1310
NO,672974,OU,ST,212,1311,F,1311
NO,673049,OU,BCE,212,1312,F,1312
EWS,673654,OU,OC,212,1313,F,1313
NO,674958,OU,BCB,211,1314,F,1314
NO,676198,AU,BCA,211,1315,F,1315
NO,678048,OU,OC,211,1316,F,1316
NO,678628,OU,SC,210,1317,M,1317
NO,679556,OU,BCA,210,1318,F,1318
EWS,680007,OU,OC,210,1319,F,1319
NO,682055,OU,BCA,209,1320,F,1320
NO,682268,AU,BCB,209,1321,F,1321
NO,682402,SVU,OC,209,1322,F,1322
NO,684209,OU,SC,209,1323,F,1323
NO,685731,OU,BCB,208,1324,F,1324
NO,685800,OU,SC,208,1325,F,1325
NO,685860,OU,BCE,208,1326,F,1326
NO,685991,OU,BCE,208,1327,F,1327
NO,685994,OU,BCA,208,1328,M,1328
NO,686326,OU,BCE,208,1329,F,1329
NO,686450,OU,BCA,208,1330,F,1330
NO,686472,OU,OC,208,1331,F,1331
NO,686693,OU,OC,208,1332,F,1332
NO,688000,SVU,OC,208,1333,F,1333
NO,688499,OU,BCD,208,1334,F,1334
NO,690135,OU,ST,207,1335,M,1335
NO,691194,OU,SC,207,1336,F,1336
NO,692540,OU,SC,206,1337,M,1337
NO,692601,OU,SC,206,1338,F,1338
NO,692678,OU,BCB,206,1339,F,1339
NO,692907,OU,BCE,206,1340,F,1340
NO,694239,OU,BCD,206,1341,F,1341
NO,694253,OU,SC,206,1342,F,1342
NO,694598,OU,BCB,206,1343,M,1343
NO,695009,OU,SC,206,1344,F,1344
NO,700415,OU,SC,204,1345,F,1345
NO,700579,OU,SC,204,1346,F,1346
NO,704715,OU,BCE,203,1347,M,1347
NO,704871,OU,ST,203,1348,F,1348
NO,707648,OU,BCA,202,1349,F,1349
NO,708381,OU,BCD,202,1350,F,1350
NO,708418,OU,BCE,202,1351,F,1351
NO,708455,OU,ST,202,1352,F,1352
NO,708610,OU,BCB,202,1353,F,1353
NO,708794,AU,OC,202,1354,F,1354
NO,710116,OU,BCA,202,1355,M,1355
NO,711605,OU,BCB,201,1356,F,1356
NO,712547,AU,OC,201,1357,F,1357
NO,715042,OU,ST,200,1358,F,1358
NO,715504,OU,BCA,200,1359,F,1359
NO,715582,OU,BCB,200,1360,F,1360
NO,716959,OU,SC,200,1361,F,1361
NO,717824,OU,BCD,200,1362,M,1362
NO,718853,OU,BCE,199,1363,M,1363
NO,719087,SVU,BCE,199,1364,M,1364
EWS,719490,OU,OC,199,1365,F,1365
NO,719520,OU,BCB,199,1366,M,1366
NO,720050,OU,BCA,199,1367,F,1367
NO,723498,OU,OC,198,1368,F,1368
NO,724464,OU,SC,198,1369,F,1369
EWS,726330,OU,OC,197,1370,F,1370
NO,726690,OU,BCE,197,1371,M,1371
NO,726844,OU,BCE,197,1372,F,1372
NO,730386,OU,ST,196,1373,M,1373
NO,731041,OU,BCD,196,1374,M,1374
NO,732238,OU,SC,196,1375,M,1375
NO,733211,OU,BCA,196,1376,F,1376
EWS,734751,OU,OC,195,1377,M,1377
NO,738001,AU,SC,194,1378,F,1378
NO,739884,OU,BCE,194,1379,F,1379
NO,744107,AU,OC,193,1380,F,1380
NO,745712,OU,BCC,192,1381,F,1381
NO,746029,OU,ST,192,1382,F,1382
NO,746570,OU,ST,192,1383,F,1383
NO,746727,OU,BCA,192,1384,F,1384
NO,749188,OU,BCE,191,1385,F,1385
NO,750666,AU,BCB,191,1386,F,1386
NO,753539,OU,OC,190,1387,F,1387
NO,754369,OU,BCD,190,1388,F,1388
NO,755101,OU,BCE,190,1389,F,1389
NO,759457,OU,OC,189,1390,F,1390
NO,759669,OU,BCA,189,1391,F,1391
NO,762705,AU,BCE,188,1392,F,1392
EWS,765283,OU,OC,187,1393,F,1393
NO,765376,SVU,BCA,187,1394,F,1394
NO,765601,OU,OC,187,1395,F,1395
NO,766666,OU,BCE,187,1396,F,1396
NO,770441,OU,BCB,186,1397,F,1397
NO,770999,OU,ST,186,1398,F,1398
NO,772149,OU,BCB,186,1399,M,1399
NO,773750,SVU,SC,185,1400,F,1400
NO,774189,AU,SC,185,1401,M,1401
NO,775085,OU,OC,185,1402,F,1402
NO,776777,OU,BCA,185,1403,M,1403
NO,778095,OU,BCE,184,1404,F,1404
NO,778859,OU,OC,184,1405,F,1405
NO,779365,OU,ST,184,1406,M,1406
NO,780919,AU,ST,184,1407,F,1407
NO,782742,OU,SC,183,1408,M,1408
NO,783395,OU,OC,183,1409,F,1409
NO,784609,OU,OC,183,1410,F,1410
NO,787050,OU,BCB,182,1411,F,1411
NO,789499,OU,BCD,182,1412,M,1412
NO,790177,OU,BCB,181,1413,M,1413
NO,790365,OU,BCE,181,1414,M,1414
EWS,790454,OU,OC,181,1415,F,1415
NO,791312,OU,BCE,181,1416,F,1416
NO,792851,OU,SC,181,1417,M,1417
NO,794538,OU,SC,180,1418,F,1418
NO,795238,OU,BCE,180,1419,F,1419
EWS,799694,OU,OC,179,1420,F,1420
NO,799709,OU,BCB,179,1421,M,1421
NO,800649,OU,SC,179,1422,F,1422
NO,801041,AU,OC,179,1423,F,1423
EWS,801334,OU,OC,179,1424,F,1424
NO,801583,OU,SC,179,1425,M,1425
NO,803302,OU,OC,178,1426,M,1426
NO,803368,OU,BCD,178,1427,F,1427
NO,803829,OU,BCE,178,1428,F,1428
NO,804334,OU,BCD,178,1429,F,1429
NO,805274,OU,ST,178,1430,F,1430
NO,805461,OU,SC,178,1431,F,1431
NO,807291,OU,BCA,177,1432,F,1432
NO,808471,OU,ST,177,1433,F,1433
NO,813918,SVU,OC,176,1434,F,1434
NO,816642,OU,BCB,175,1435,M,1435
NO,817087,OU,BCE,175,1436,F,1436
NO,817510,OU,SC,175,1437,M,1437
NO,817742,OU,BCB,175,1438,F,1438
NO,819103,OU,BCE,175,1439,F,1439
NO,821485,OU,SC,174,1440,F,1440
NO,821707,OU,ST,174,1441,F,1441
NO,822419,OU,SC,174,1442,M,1442
NO,823519,OU,BCB,174,1443,M,1443
NO,825383,OU,SC,173,1444,F,1444
NO,825634,OU,BCE,173,1445,F,1445
EWS,825751,OU,OC,173,1446,F,1446
NO,827340,OU,BCD,173,1447,F,1447
NO,827840,OU,BCD,173,1448,F,1448
NO,828153,OU,BCB,173,1449,F,1449
NO,829317,OU,SC,173,1450,F,1450
NO,829925,OU,BCE,172,1451,F,1451
NO,832716,OU,OC,172,1452,F,1452
NO,835662,OU,SC,171,1453,M,1453
NO,838391,OU,SC,170,1454,F,1454
NO,839207,OU,SC,170,1455,F,1455
NO,839574,OU,SC,170,1456,F,1456
NO,839807,OU,BCE,170,1457,F,1457
EWS,843137,OU,OC,170,1458,F,1458
NO,843452,OU,ST,169,1459,M,1459
NO,844440,OU,ST,169,1460,M,1460
NO,845622,OU,BCE,169,1461,F,1461
NO,849582,OU,OC,168,1462,F,1462
NO,850540,OU,BCB,168,1463,M,1463
NO,854286,OU,BCE,167,1464,F,1464
NO,854464,AU,BCA,167,1465,F,1465
NO,857681,OU,SC,166,1466,F,1466
NO,858244,OU,BCE,166,1467,F,1467
NO,859733,OU,BCD,166,1468,M,1468
NO,860112,OU,SC,166,1469,F,1469
NO,862171,OU,BCB,165,1470,F,1470
NO,863619,OU,BCE,165,1471,F,1471
NO,866140,AU,BCC,165,1472,M,1472
NO,866361,OU,BCB,165,1473,F,1473
NO,868044,OU,BCE,164,1474,F,1474
NO,868912,OU,SC,164,1475,F,1475
NO,871580,OU,BCB,163,1476,M,1476
NO,871776,OU,BCA,163,1477,F,1477
NO,871916,OU,SC,163,1478,F,1478
NO,872233,OU,SC,163,1479,M,1479
NO,872698,OU,SC,163,1480,F,1480
NO,872907,OU,SC,163,1481,F,1481
NO,876234,AU,SC,162,1482,F,1482
NO,877076,OU,BCD,162,1483,F,1483
EWS,878621,OU,OC,162,1484,F,1484
NO,880747,OU,BCB,161,1485,F,1485
NO,880964,OU,BCD,161,1486,F,1486
NO,881316,OU,BCC,161,1487,F,1487
NO,881355,OU,BCB,161,1488,F,1488
NO,881871,OU,BCA,161,1489,F,1489
NO,882101,OU,BCD,161,1490,F,1490
EWS,882234,OU,OC,161,1491,F,1491
NO,882613,OU,SC,161,1492,M,1492
NO,885986,OU,BCA,160,1493,M,1493
NO,886024,OU,SC,160,1494,F,1494
NO,886060,OU,ST,160,1495,F,1495
NO,886273,OU,BCE,160,1496,F,1496
EWS,891787,OU,OC,159,1497,F,1497
NO,893097,OU,ST,159,1498,F,1498
NO,900268,OU,BCB,157,1499,F,1499
NO,900551,OU,BCE,157,1500,F,1500
NO,904031,OU,BCE,157,1501,M,1501
NO,905387,OU,OC,156,1502,M,1502
EWS,909161,OU,OC,156,1503,F,1503
NO,911585,OU,SC,155,1504,M,1504
NO,911951,OU,ST,155,1505,M,1505
NO,916605,OU,BCA,154,1506,F,1506
NO,916788,OU,BCA,154,1507,F,1507
NO,917001,OU,BCB,154,1508,F,1508
NO,917144,OU,BCA,154,1509,F,1509
EWS,918683,OU,OC,154,1510,F,1510
NO,920113,OU,OC,154,1511,F,1511
NO,921948,OU,BCD,153,1512,F,1512
NO,922329,OU,BCB,153,1513,M,1513
NO,923767,OU,OC,153,1514,M,1514
NO,925330,OU,BCE,153,1515,F,1515
NO,925699,OU,BCD,152,1516,M,1516
NO,925873,OU,BCE,152,1517,F,1517
NO,928007,OU,BCB,152,1518,F,1518
NO,929044,OU,BCB,152,1519,F,1519
NO,929875,OU,SC,152,1520,F,1520
NO,931041,AU,SC,151,1521,F,1521
NO,931779,OU,BCE,151,1522,F,1522
NO,932330,OU,BCB,151,1523,F,1523
NO,934403,OU,SC,151,1524,F,1524
NO,935381,OU,SC,151,1525,F,1525
NO,935738,OU,BCE,150,1526,F,1526
NO,936463,OU,BCE,150,1527,F,1527
NO,936522,OU,BCE,150,1528,F,1528
NO,941929,OU,BCA,150,1529,F,1529
NO,944643,OU,BCE,149,1530,F,1530
NO,971411,AU,OC,144,1531,F,1531
NO,949193,OU,BCB,148,1532,M,1532
EWS,954079,OU,OC,147,1533,F,1533
NO,956661,OU,BCE,147,1534,F,1534
NO,957735,OU,BCB,146,1535,M,1535
NO,957904,OU,BCE,146,1536,F,1536
NO,960338,OU,BCB,146,1537,F,1537
NO,970022,OU,ST,144,1538,M,1538
NO,971577,OU,SC,144,1539,F,1539
NO,971752,OU,OC,144,1540,F,1540
NO,972134,OU,BCB,144,1541,F,1541
NO,974888,OU,OC,143,1542,F,1542
NO,975209,AU,OC,143,1543,F,1543
NO,979263,OU,BCD,143,1544,F,1544
NO,980259,OU,BCA,142,1545,M,1545
NO,983097,OU,SC,142,1546,F,1546
NO,985731,SVU,BCD,141,1547,F,1547
NO,990688,OU,BCB,140,1548,F,1548
NO,992608,OU,SC,140,1549,F,1549
NO,999203,OU,SC,139,1550,M,1550
NO,1001396,OU,BCD,139,1551,F,1551
NO,1004685,OU,BCE,138,1552,F,1552
NO,1005747,OU,BCA,138,1553,F,1553
NO,1008935,OU,OC,137,1554,F,1554
NO,1010654,OU,SC,137,1555,F,1555
NO,1016117,SVU,BCE,136,1556,M,1556
NO,1016127,OU,BCD,136,1557,F,1557
NO,1020487,OU,BCE,135,1558,F,1558
NO,1021408,OU,BCE,135,1559,F,1559
NO,1021661,OU,BCD,135,1560,F,1560
NO,1023222,OU,BCE,135,1561,F,1561
NO,1025259,OU,ST,135,1562,F,1562
NO,1028008,OU,BCE,134,1563,F,1563
NO,1032434,OU,ST,134,1564,M,1564
NO,1032570,OU,SC,134,1565,F,1565
NO,1033968,OU,BCB,133,1566,F,1566
NO,1037708,AU,BCE,133,1567,F,1567
NO,1039764,OU,SC,132,1568,F,1568
NO,1041643,OU,BCE,132,1569,M,1569
NO,1045038,OU,BCE,131,1570,F,1570
NO,1045750,OU,SC,131,1571,F,1571
NO,1049088,SVU,BCB,131,1572,F,1572
NO,1072539,OU,BCB,127,1573,F,1573
NO,1055799,OU,SC,130,1574,F,1574
NO,1055992,OU,BCB,130,1575,F,1575
NO,1057866,NL,SC,130,1576,F,1576
NO,1059366,OU,BCB,129,1577,F,1577
NO,1059784,OU,ST,129,1578,F,1578
NO,1060565,OU,BCE,129,1579,F,1579
NO,1064508,OU,SC,129,1580,F,1580
NO,1066930,OU,BCA,128,1581,F,1581
NO,1073008,OU,SC,127,1582,M,1582
NO,1073843,SVU,OC,127,1583,F,1583
NO,1076378,OU,BCB,127,1584,F,1584
NO,1078577,SVU,BCB,126,1585,M,1585
NO,1081373,OU,BCB,126,1586,M,1586
NO,1083659,OU,BCA,125,1587,M,1587
NO,1083702,OU,BCB,125,1588,M,1588
NO,1094202,OU,OC,124,1589,F,1589
NO,1094265,OU,SC,124,1590,F,1590
NO,1098457,OU,SC,123,1591,F,1591
NO,1101197,OU,BCE,123,1592,F,1592
NO,1102932,OU,ST,123,1593,F,1593
NO,1103159,AU,OC,123,1594,F,1594
NO,1105783,OU,BCB,122,1595,F,1595
NO,1106124,OU,OC,122,1596,F,1596
NO,1108482,OU,ST,122,1597,F,1597
NO,1108634,SVU,BCA,122,1598,F,1598
NO,1108635,OU,SC,122,1599,F,1599
NO,1110434,OU,SC,121,1600,F,1600
NO,1144080,OU,BCB,117,1601,F,1601
NO,1119025,OU,SC,120,1602,F,1602
NO,1122808,OU,SC,120,1603,M,1603
NO,1122909,OU,BCD,120,1604,F,1604
NO,1127213,OU,BCD,119,1605,F,1605
NO,1129670,OU,BCE,119,1606,F,1606
NO,1132419,OU,SC,119,1607,F,1607
NO,1137517,SVU,ST,118,1608,F,1608
NO,1146957,OU,BCE,116,1609,M,1609
NO,1147129,OU,BCD,116,1610,F,1610
NO,1153339,OU,ST,115,1611,F,1611
NO,1153360,OU,ST,115,1612,F,1612
NO,1161432,OU,SC,115,1613,F,1613
NO,1162292,OU,BCB,115,1614,M,1614
NO,1164443,OU,BCD,114,1615,F,1615
NO,1165400,OU,BCB,114,1616,M,1616
NO,1167887,OU,BCB,114,1617,M,1617
NO,1168295,OU,BCA,114,1618,F,1618
NO,1170017,OU,SC,113,1619,F,1619
NO,1170655,OU,SC,113,1620,M,1620
NO,1170757,OU,BCB,113,1621,F,1621
NO,1172176,OU,BCE,113,1622,M,1622
NO,1172845,SVU,BCC,113,1623,F,1623
NO,1175408,OU,BCE,113,1624,M,1624
NO,1176365,SVU,SC,112,1625,F,1625
NO,1185448,OU,SC,111,1626,F,1626
NO,1191440,OU,BCA,110,1627,F,1627
NO,1191692,OU,BCD,110,1628,F,1628
NO,1193504,OU,SC,110,1629,F,1629
NO,1194916,OU,BCB,110,1630,F,1630
NO,1199038,OU,BCA,110,1631,M,1631
NO,1204393,OU,BCA,109,1632,F,1632
NO,1208882,AU,BCA,108,1633,F,1633
NO,1211610,OU,SC,108,1634,F,1634
NO,1211930,OU,SC,108,1635,F,1635
NO,1215728,OU,BCD,107,1636,M,1636
NO,1216963,OU,BCE,107,1637,F,1637
NO,1219816,OU,BCD,107,1638,F,1638
NO,1251038,OU,BCE,103,1639,F,1639
